name,address,addr:city,addr:postcode,cuisine,lat,lon,county
Slowpokes,West 34th Street,Houston,,,29.8167593,-95.42066,Harris
R House Cantonese Restaurant,,,,chinese,29.7039327,-95.5543211,Harris
Tortoni,Katy Freeway,,,italian,29.7850675,-95.4932882,Harris
Patagonia Grill & Cafe,Katy Freeway,,,,29.7852333,-95.492544,Harris
Russo's New York Pizzeria,White Oak Drive,Houston,,pizza,29.7813334,-95.389384,Harris
Wingstop,Blalock Road,Houston,77055,wings,29.7858306,-95.5216863,Harris
Starbucks,Katy Freeway,Houston,,coffee_shop,29.7822756,-95.5216229,Harris
Empanada Company,,,,,29.8147981,-95.4456652,Harris
Supreme Sandwiches,West T C Jester Boulevard,Houston,77018,sandwich,29.810364,-95.4430764,Harris
Active Passion,Usener Street,Houston,,coffee_shop,29.7809865,-95.3811845,Harris
Jalisco Taqueria,Hempstead Road,Houston,,mexican,29.8124153,-95.4745705,Harris
Subway,Longpoint Road,Houston,77055,sandwich,29.8030928,-95.4832117,Harris
Tiger Noodle House,,,,noodle,29.7413135,-95.4629521,Harris
Kenz Mediterranean Cafe,,,,mediterranean,29.7417348,-95.4629655,Harris
Mein Restaurant,Clarewood Drive,,,noodle,29.7075394,-95.5500939,Harris
Buzz N Bites,,,,coffee_shop;breakfast;waffle;tea;pastry,29.7967119,-95.5229621,Harris
Taco Corner,,,,tex-mex,30.0048032,-95.371668,Harris
Pepe's Kitchen,Airline Drive,Houston,,tex-mex,29.8364862,-95.3850013,Harris
Chester's,,,,chicken,29.8360046,-95.5067441,Harris
McDonald's,Lockwood Drive,Houston,77011,burger,29.7514285,-95.3227955,Harris
Red Crab Juicy Seafood and Bar,West 34th Street,Houston,,seafood,29.8205895,-95.4678103,Harris
The Taco Bar,,,,tex-mex,30.0143567,-95.4513913,Harris
Antojitos Mexican Restaurant,North Houston Rosslyn Road,Houston,77040,,29.8863392,-95.4949409,Harris
Lazaro's Pizza,North Houston Rosslyn Road,,,pizza,29.8865551,-95.4949395,Harris
Sprinkle Donuts & Coffee,North Houston Rosslyn Road,,,coffee_shop;donut,29.88687,-95.4949375,Harris
Pho Binh,Westheimer Road,Houston,,vietnamese,29.7369897,-95.4854286,Harris
Zabak's Mediterranean Cafe,Westheimer Road,Houston,,mediterranean,29.7369293,-95.4850009,Harris
Happy Lamb Hot Pot,Westheimer Road,Houston,,asian,29.7369406,-95.4845269,Harris
The French House,Westheimer Road,Houston,,french,29.7372735,-95.4854297,Harris
NU Ice & Drinks,Westheimer Road,Houston,,bubble_tea;ice_cream,29.7369373,-95.4846659,Harris
Fat Crab,Westheimer Road,Houston,,seafood,29.7369217,-95.4853228,Harris
Takumi-Ichi Ramen,Westheimer Road,Houston,,ramen,29.7369271,-95.4850958,Harris
BreWingZ Restaurant and Bar,Gulf Freeway,,,,29.6215209,-95.222919,Harris
Island Grill,Rice Boulevard,Houston,77005,american;mediterranean,29.717059,-95.4142255,Harris
Velvet Taco,Rice Boulevard,Houston,77005,mexican,29.7173059,-95.4177848,Harris
McDonald's,,,,burger,29.7080992,-95.4007673,Harris
Subway,Lockwood Drive,Houston,77026,sandwich,29.8083201,-95.3178348,Harris
Popeyes,Lockwood Drive,Houston,77026,chicken,29.797466,-95.3164554,Harris
McDonald's,North Sam Houston Parkway East,Houston,77060,burger,29.9384799,-95.3978893,Harris
Tacocina,,,,mexican,29.8466463,-95.3665819,Harris
Panera Bread,Tomball Parkway,Houston,77070,sandwich;bakery,30.0112178,-95.5905591,Harris
Krispy Krunchy Chicken,,,,chicken,29.8586482,-95.4892864,Harris
Laredo Taco Company,,,,mexican,29.8854764,-95.5416691,Harris
Tacos Tierra Caliente,,,,tex-mex,29.7746087,-95.409202,Harris
Brass Tacks,Live Oak Street,,,coffee_shop,29.7514393,-95.3493986,Harris
Chama Gaucha,Westheimer Road,,,,29.7370522,-95.4838765,Harris
The River Grill,,,,,29.7790813,-95.8049343,Harris
Yoyo's Hot Dogs,,,,,29.7707609,-95.4081454,Harris
Pink's Pizza,Bissonnet Street,Houston,77005,pizza,29.7257742,-95.4218195,Harris
Jason's Deli,North Freeway,Spring,,sandwich,30.0505014,-95.4365829,Harris
Chipotle,FM 1960 East,Humble,77346,mexican,29.9974067,-95.1640281,Harris
Teriyaki Madness,FM 1960 East,Humble,77346,,29.9973466,-95.1641758,Harris
Jimmy John's,West 34th Street,Houston,77092,sandwich,29.8191138,-95.466162,Harris
Laredo Taco Company,,,,mexican,29.7033535,-95.348762,Harris
Laredo Taco Company,,,,mexican,29.8927048,-95.5240705,Harris
Laredo Taco Company,,,,tex-mex,29.8030591,-94.9982522,Harris
Hunt Brothers Pizza,,,,pizza,29.8286811,-95.4300986,Harris
Dunkin',Ella Boulevard,Houston,77018,donut;coffee_shop,29.8140941,-95.4298827,Harris
Cracker Barrel Country Store,,,,american,29.9805189,-95.4236466,Harris
Pollo Campero,,,,chicken,29.6281456,-95.2310401,Harris
Domino's,Houston Avenue,Houston,77009,pizza,29.7871295,-95.3724176,Harris
Chipotle,East Freeway,Houston,77015,mexican,29.7698392,-95.1818998,Harris
Denny's,Crosby Freeway,Houston,77049,american,29.8550508,-95.1289978,Harris
Great American Cookies,,,,cookie,29.6231899,-95.2277198,Harris
Krispy Krunchy Chicken,,,,chicken,29.6233313,-95.2280103,Harris
Chuck E. Cheese,FM 1960 Bypass Road East,Humble,77338,pizza,30.0031464,-95.2666944,Harris
District 7 Memorial,,,,,29.7782971,-95.6249839,Harris
A&W,,,,burger,29.9147983,-95.4116162,Harris
Long John Silver's,,,,seafood,29.9147381,-95.4116168,Harris
Buffalo Wild Wings,West Sam Houston Parkway North,Houston,77064,wings,29.9034846,-95.5561472,Harris
Burger King,West Grand Parkway North,Katy,77449,burger,29.8183358,-95.7715855,Harris
Starbucks,West Grand Parkway North,Katy,77449,coffee_shop,29.8168041,-95.7721917,Harris
The Grill,,,,,29.7375503,-95.5642667,Harris
Highline Park,North Shepherd Drive,Houston,77007,burger;american,29.7830177,-95.4081299,Harris
Rakkan Ramen,North Shepherd Drive,Houston,77007,ramen,29.7828939,-95.4078445,Harris
Mendocino Farms,North Shepherd Drive,Houston,,,29.7827722,-95.4080861,Harris
Blue Sushi Sake Grill,North Shepherd Drive,Houston,77007,sushi,29.78275,-95.4078173,Harris
Da Gama Canteen,North Shepherd Drive,Houston,77007,,29.7830118,-95.407866,Harris
Casa Nomad,North Shepherd Drive,Houston,77007,,29.7829055,-95.4080894,Harris
Tight Squeeze Juice Bar,North Shepherd Drive,Houston,77007,,29.7828201,-95.4085606,Harris
Homestead,North Shepherd Drive,Houston,,,29.7829987,-95.4087975,Harris
Louisiana Famous Fried Chicken,,,,,30.0121723,-95.6073646,Harris
Little Caesars,South Post Oak Road,Houston,77035,pizza,29.6631683,-95.4647606,Harris
Laredo Taco Company,,,,mexican,30.0056492,-95.2587819,Harris
Checkers,,,,burger,29.9672486,-95.2852948,Harris
Taco Corner,,,,mexican,29.9676942,-95.2850898,Harris
La La Land Kind Cafe,North Shepherd Drive,Houston,,,29.7821171,-95.4083461,Harris
Sweetgreen,North Shepherd Drive,Houston,,salad,29.7821214,-95.4082748,Harris
Elite Meals,North Shepherd Drive,Houston,,,29.7822941,-95.408589,Harris
Salata,Heights Boulevard,Houston,,,29.7735742,-95.3979472,Harris
Barnaby's Cafe,Heights Boulevard,Houston,,american,29.7733811,-95.3979327,Harris
Starbucks,Westheimer Road,Houston,77063,coffee_shop,29.7348284,-95.5173855,Harris
Kura Sushi,Grand Circle Boulevard,Katy,77449,sushi,29.7891328,-95.7731078,Harris
Haidilao Hot Pot,Grand Circle Boulevard,Katy,77449,chinese;hotpot,29.78853,-95.7726522,Harris
85°C,,,,coffee_shop;chinese,29.7892154,-95.7731973,Harris
Squares Hot Pot,Colonial Parkway,Katy,77449,asian,29.7925405,-95.7733976,Harris
Happy Lemon,Colonial Parkway,Katy,77449,bubble_tea,29.7927725,-95.7733906,Harris
Starbucks,Fairmont Parkway,Pasadena,77505,coffee_shop,29.6523929,-95.1523223,Harris
Laredo Taco Company,,,,mexican,29.7639001,-95.2139381,Harris
Big Madre Tacos y Tortas,,,,mexican,29.7734762,-95.2152584,Harris
,,,,mexican,29.7689106,-95.2127136,Harris
Peet's Coffee,,,,coffee_shop,29.9868629,-95.345568,Harris
Big City Wings,Navigation Boulevard,Houston,,wings,29.7577408,-95.3475999,Harris
The Castle Lounge,Richmond Avenue,Houston,77063,american;creole,29.7294887,-95.5300628,Harris
Pokéworks,Westheimer Road,Houston,,hawaiian,29.7414739,-95.4091355,Harris
Churrascos,Westheimer Road,Houston,,seafood;steak_house,29.7424589,-95.4091323,Harris
The Teahouse,Westheimer Road,Houston,,bubble_tea,29.7413174,-95.4102581,Harris
Starbucks,Westheimer Road,Houston,77098,coffee_shop,29.7412914,-95.4093048,Harris
Taco Bell,Lockwood Drive,Houston,77026,tex-mex,29.7999774,-95.317419,Harris
KFC,Lockwood Drive,Houston,77026,chicken,29.8000112,-95.317423,Harris
Wingstop,Lockwood Drive,Houston,77026,wings,29.8006722,-95.3163394,Harris
MOD Pizza,Memorial Drive,Houston,77079,pizza,29.7696485,-95.6051832,Harris
Smoothie King,,,,juice,29.7696455,-95.6053617,Harris
Starbucks,Eldridge Parkway,Houston,77082,coffee_shop,29.7322467,-95.6270393,Harris
Firehouse Subs,,,,sandwich,30.0512472,-95.4352625,Harris
Bakery Donuts,Cypresswood Drive,Spring,77388,donut,30.0512937,-95.4357842,Harris
Krispy Krunchy Chicken,,,,chicken,30.0049012,-95.3717077,Harris
Pho I-10,Blalock Road,Houston,77055,vietnamese,29.7858329,-95.5217693,Harris
Tan Tan Restaurant,Ranchester Drive,Houston,77036,chinese,29.7059824,-95.545822,Harris
One Dim Sum,Gray Street,Houston,77002,chinese,29.7506296,-95.3758707,Harris
Pho Saigom,Milam Street,Houston,77006,vietnamese,29.7451159,-95.377577,Harris
Fukuoka Sushi Bar & Grill,Milam Street,Houston,77006,japanese,29.7450517,-95.3775139,Harris
Siu Lap City,Milam Street,Houston,77006,chinese,29.7452409,-95.3775674,Harris
Luce Coffee Roasters,Washington Avenue,Houston,77007,,29.7685382,-95.384016,Harris
Starbucks,Westheimer Road,Houston,77063,coffee_shop,29.7384931,-95.5375188,Harris
Signature Cafe,Westheimer Road,Houston,77063,coffee_shop,29.738491,-95.5373453,Harris
The Teahouse,Westheimer Road,Houston,77063,bubble_tea,29.7385055,-95.5376635,Harris
Blaze Pizza,Westheimer Road,Houston,77063,pizza,29.7385146,-95.5361763,Harris
Tropical Smoothie Cafe,Studemont Street,Houston,77007,juice,29.7678081,-95.391644,Harris
Sam's Cafe,Studemont Street,Houston,77007,chinese,29.7675909,-95.391678,Harris
Zapvor by Thai Spice,West 19th Street,Houston,,thai,29.8024865,-95.4056031,Harris
Simply Greek,Blalock Road,Houston,77080,greek,29.8072362,-95.5234325,Harris
Panda Express,Katy Freeway,Houston,77055,chinese,29.7856049,-95.5336449,Harris
Which Wich?,Katy Freeway,Houston,77055,sandwich,29.7856098,-95.5335869,Harris
Sharetea,Katy Freeway,Houston,77055,bubble_tea,29.7861984,-95.5343496,Harris
Starbucks,North Freeway,Spring,77388,coffee_shop,30.0651267,-95.4350845,Harris
Smoothie King,Silber Road,Houston,77055,juice,29.7892749,-95.4676941,Harris
Yantze Restaurant,West Sam Houston Parkway South,Houston,77072,chinese,29.7070537,-95.5562295,Harris
Handam BBQ,West Sam Houston Parkway South,Houston,77072,korean,29.7068264,-95.5562466,Harris
Jimmy John's,FM 2920,Tomball,77377,sandwich,30.0888587,-95.6334529,Harris
Chipotle,FM 2920 Road,Tomball,77377,mexican,30.0890026,-95.6345962,Harris
Laredo Taco Company,,,,tex-mex,30.0671209,-95.6250228,Harris
Dodo's Chicken,Richmond Avenue,Houston,77063,colombian,29.7285411,-95.5315769,Harris
,,,,burger,30.0974967,-95.6157551,Harris
Taqueria Los Agaves #3,Red Bluff Road,Pasadena,77503,mexican,29.6644323,-95.1326605,Harris
MOD Pizza,North Fry Road,Katy,77084,pizza,29.7884958,-95.7184402,Harris
MOD Pizza,Citywest Boulevard,Houston,77042,pizza,29.7374499,-95.5616287,Harris
Panera Bread,Westheimer Road,Houston,77042,sandwich;bakery,29.7374879,-95.562193,Harris
Tarka,Westheimer Road,,,indian,29.7374831,-95.5618869,Harris
CAVA,,,,mediterranean,29.7374379,-95.5612319,Harris
Tropical Smoothie Cafe,,,,juice,29.7374528,-95.5615619,Harris
Street Food Guru,North Freeway,Houston,77037,,29.9221746,-95.4101647,Harris
The Cookshack,Washington Avenue,Houston,77007,chicken,29.7697177,-95.4011909,Harris
Luna Pizzeria,Yale Street,Houston,77007,pizza,29.7725199,-95.3989765,Harris
Eggcellence Cafe & Bakery,West Bay Area Boulevard,Webster,77598,,29.5377484,-95.150043,Harris
Raising Cane's,West Bay Area Boulevard,Friendswood,77546,chicken,29.5383542,-95.151851,Harris
Red Robin,,,,burger,29.5468932,-95.1502915,Harris
Pink's Pizza,West Gray Street,,,pizza,29.7535955,-95.3892958,Harris
Laredo Taco Company,,,,mexican,29.7239047,-95.5917607,Harris
The Health Nut,2606 B Center Street,Deer Park,77536,,29.6875813,-95.1239728,Harris
Bijan Persian Grill,Hillcroft Avenue,Houston,77036,persian,29.7185138,-95.5005022,Harris
Market Street Cafe,Market Street,Tomball,,american;sandwich;tex-mex,30.0965347,-95.6158803,Harris
Craving Kernels,Market Street,Tomball,,popcorn;cookie,30.0963795,-95.6162731,Harris
Miguelangel and HJR Coffee,Holland Avenue,Houston,,,29.7626765,-95.2332996,Harris
Taqueria El Charro Mex,Holland Avenue,Houston,,mexican,29.7629568,-95.2333177,Harris
Subway,Waugh Drive,Houston,77019,sandwich,29.7602846,-95.3985678,Harris
Pizza Birra Vino,Waugh Drive,Houston,77019,pizza,29.760011,-95.3985652,Harris
Slowpokes Coffee,,,,coffee_shop,29.8018078,-95.4918543,Harris
Feges Barbecue,Long Point Road,Houston,,,29.8022591,-95.4929727,Harris
Taco Corner,,,,mexican,30.0822627,-95.6109908,Harris
Golden Chick,North Houston Rosslyn Road,Houston,,chicken,29.8899169,-95.4937367,Harris
Starbucks,Gessner Road,Houston,77024,coffee_shop,29.7823778,-95.5415355,Harris
Local Foods,Yale Street,Houston,,,29.7836351,-95.3986181,Harris
Pressed,Yale Street,Houston,,juice,29.7841149,-95.3986628,Harris
Domino's,East Airtex Drive,Houston,77073,pizza,29.9825168,-95.4096874,Harris
Naam Khao Thai Kitchen & Bar,,,,,29.7600437,-95.6263754,Harris
Wendy's,Gulf Freeway,Houston,77034,burger,29.597143,-95.198964,Harris
Laredo Taco Company,,,,mexican,29.9662771,-95.5572095,Harris
Little Caesars,,,,pizza,29.9203448,-95.4955296,Harris
La Vista,,,,mexican,29.8771219,-95.4127999,Harris
Jack in the Box,North Shepherd Drive,Houston,77088,burger,29.8697349,-95.4121848,Harris
Willie's,,,,american,29.9834954,-95.5679452,Harris
Little Woodrow's,,,,,30.0300764,-95.5998257,Harris
Charleys Philly Steaks,North Freeway,,,sandwich,29.9214916,-95.4134869,Harris
Cicis,North Freeway,Houston,,pizza;buffet,29.9221039,-95.4106256,Harris
,,,,mexican,29.8751522,-95.3673078,Harris
Big Burger V,,,,burger,29.8652114,-95.3646687,Harris
Church's Chicken,,,,chicken,29.9399736,-95.3839222,Harris
Starbucks,,,,coffee_shop,29.9679941,-95.5305272,Harris
Starbucks,Westheimer Road,Houston,77042,coffee_shop,29.7351975,-95.5679345,Harris
Pizza Hut,South Sam Houston Parkway East,Houston,77075,pizza,29.6022918,-95.2656937,Harris
Starbucks,South Sam Houston East Parkway,Houston,77075,coffee_shop,29.6024326,-95.2642795,Harris
Bouray’s PHO,,,,asian,29.7558874,-95.3702153,Harris
China King Buffet,,,,chinese,29.8477351,-95.3913926,Harris
Morton's The Steakhouse,,,,steak_house,29.7418547,-95.4617408,Harris
Burger King,Scott Street,Houston,77004,burger,29.7341927,-95.3485588,Harris
Church's Chicken,Gulf Freeway,Houston,77003,chicken,29.7365997,-95.347508,Harris
Hunt Brothers Pizza,,,,pizza,29.7966583,-95.2725671,Harris
Starbucks,Garth Road,Baytown,77521,coffee_shop,29.772226,-94.9759725,Harris
El Catrin Mexican Grill & Seafood,,,,seafood,30.0198634,-95.3804519,Harris
Jack in the Box,North Main Street,Highlands,77562,burger,29.8190365,-95.0575179,Harris
Laredo Taco Company,,,,mexican,29.8187117,-95.057088,Harris
Sonic,Main Street,Highlands,77562,burger,29.818135,-95.0570264,Harris
Sonic,East Sam Houston Parkway North,Houston,77015,burger,29.7901981,-95.1602851,Harris
Domino's,Woodforest Boulevard,Houston,77015,pizza,29.7911145,-95.1598351,Harris
Banana Leaf,Bellaire Boulevard,,77036,asian,29.7026096,-95.5531648,Harris
The Teahouse,Kirby Drive,Houston,77054,tea,29.6917716,-95.4131553,Harris
Liberty Taco,Old Spanish Trail,Houston,77054,tacos,29.6933944,-95.4120866,Harris
,,,,mexican,29.8710361,-95.282283,Harris
Subway,Patton,Houston,77009,sandwich,29.7978314,-95.3685468,Harris
Shake Shack,,,,burger,29.7591815,-95.3635376,Harris
Subway,San Jacinto Street,Houston,77004,sandwich,29.7300447,-95.3832818,Harris
Mendocino Farms,,,,sandwich,29.759611,-95.3625127,Harris
Asia Market Restaurant,,,,asian,29.8039163,-95.3682082,Harris
,,,,mexican,29.8647653,-95.4041427,Harris
Blue Water,,,,seafood,29.9750001,-95.5211475,Harris
Subway,FM 1960 East,Houston,77073,sandwich,30.020055,-95.3808483,Harris
Papa John's,FM 1960 Road East,Houston,77073,pizza,30.019931,-95.380859,Harris
Sichuan Pepper Express,Eastex Freeway,Houston,,,29.8687879,-95.3274492,Harris
Wild,,,,,29.8055874,-95.4105727,Harris
Voodoo Seafood,,,,seafood,29.7326634,-95.6243501,Harris
Urbe,Uptown Park Boulevard,Houston,77056,mexican,29.7563216,-95.457137,Harris
Texas Forever Cafe & Grill,,,,,29.7890711,-95.0913436,Harris
Barbar Mediterranean Grill,Westheimer Road,Houston,77063,mediterranean,29.7371532,-95.5069738,Harris
Jenni's Noodle House,,,,asian,29.8037177,-95.3920162,Harris
Perú Gourmet,South Post Oak Road,Houston,77035,peruvian,29.6633482,-95.4647604,Harris
Subway,West Little York,Houston,77040,sandwich,29.8663188,-95.4998534,Harris
,,,,mexican,29.8692263,-95.5367703,Harris
Subway,West Little York Street,Houston/5744 1,77091,sandwich,29.8635072,-95.4749848,Harris
Popeyes,Northwest Freeway,Houston,77040,chicken,29.8503908,-95.509289,Harris
Cicis,,,,pizza;buffet,29.8517512,-95.5029756,Harris
Domino's,Almeda Road,Houston,77054,pizza,29.6883783,-95.3911198,Harris
Abu Omar,Almeda Road,Houston,77054,arab;kebab,29.6916027,-95.3900074,Harris
Domino's,Chimney Rock Road,Houston,77035,pizza,29.6573526,-95.4775514,Harris
Wingstop,Spring Stuebner Road,Spring,77389,wings,30.0842708,-95.521493,Harris
Dripped Birria,Spring Stuebner Road,Spring,77389,mexican,30.084905,-95.5227882,Harris
Ichigo Curry and Ramen,Spring Stuebner Road,Spring,77389,,30.0849161,-95.5228571,Harris
Russo's New York Pizzaria,Spring Stuebner Road,Spring,77389,pizza,30.0849591,-95.5233422,Harris
Starbucks,,,,coffee_shop,29.537416,-95.1522759,Harris
Five Guys,Spring Stuebner Road,Spring,77389,burger,30.0856018,-95.5221083,Harris
Great American Cookies,,,,cookies,30.0856471,-95.5225813,Harris
Salata,Spring Stuebner Road,Spring,77389,salad,30.0856617,-95.5226536,Harris
Marco's Pizza,,,,pizza,30.0815697,-95.5207025,Harris
Sushi Haya,,,,sushi,30.0816412,-95.5207735,Harris
Smoothie King,,,,juice,30.081782,-95.5209166,Harris
Chicken Salad Chick,,,,chicken,30.0818295,-95.5209679,Harris
T. Jin China Diner,,,,chinese,30.0857494,-95.5236756,Harris
Potbelly,,,,sandwich,30.0857683,-95.5237687,Harris
Laredo Taco,Spring Stuebner Road,Spring,77389,mexican,30.0835412,-95.4767431,Harris
Mucho Mexico Cafe & Bakery,,,,,29.7733584,-95.2909709,Harris
Mucho Mexico Restaurant & Seafood Bar,,,,mexican;seafood,29.7730102,-95.2909426,Harris
Star Pizzeria,West Bellfort Avenue,Houston,77031,turkish;pizza,29.6523098,-95.5549858,Harris
The Taco Bar,,,,mexican,29.696021,-95.27838,Harris
Torchy's Tacos,Spring Stuebner Road,Spring,77389,mexican,30.0834356,-95.449323,Harris
Noe's Cafe,Spring Stuebner Road,Spring,77389,,30.0836055,-95.4485786,Harris
JINYA Ramen Bar,Spring Stuebner Road,Spring,77388,ramen,30.0839191,-95.4498287,Harris
CAVA,Spring Stuebner Road,Spring,77389,mediterranean,30.0843504,-95.4498539,Harris
Tarka Indian Kitchen,Spring Stuebner Road,Spring,77380,indian,30.0847226,-95.4499933,Harris
MOD Pizza,Spring Stuebner Road,Spring,77389,pizza,30.0850824,-95.4497207,Harris
Starbucks,Spring Stuebner Road,Spring,77389,coffee_shop,30.0851559,-95.4488333,Harris
Dandelion Cafe,Bellaire Boulevard,Bellaire,77401,american;coffee_shop,29.7051453,-95.4745482,Harris
Al Aseel Grill and Cafe,Richmond Avenue,Houston,77063,arab,29.7289197,-95.5143991,Harris
Zalat Pizza,West 20th Street,,,pizza,29.8037512,-95.4010999,Harris
Jamba,Spring Stuebner Road,Spring,77389,juice,30.0858336,-95.5244252,Harris
La Madeleine,North Grand Parkway West,Spring,77389,french,30.0873281,-95.5234657,Harris
Outback Steakhouse,North Grand Parkway,Spring,77389,american;steak,30.0872946,-95.5231814,Harris
The Toasted Yolk Cafe,North Grand Parkway West,Spring,77389,,30.0884377,-95.5220796,Harris
Chipotle,North Grand Parkway West,Spring,77389,mexican,30.088703,-95.5215858,Harris
Pho Viet & Grill,North Grand Parkway West,Spring,77389,vietnamese,30.0887378,-95.5215055,Harris
Bloofin Sushi,North Grand Parkway West,Spring,77389,sushi,30.088545,-95.5210542,Harris
Dutch Bros. Coffee,TX 249 Business,Tomball,77377,coffee_shop,30.0764324,-95.6286376,Harris
Casa do Brasil,Sage Road,Houston,77056,steak_house;brazilian,29.7373308,-95.4672722,Harris
Cinnaholic,North Grand Parkway West,Spring,77389,dessert,30.088888,-95.5205153,Harris
MOD Pizza,North Grand Parkway West,Spring,77389,pizza,30.0888114,-95.5204563,Harris
Starbucks,Highway 290,Cypress,77429,coffee_shop,29.9695042,-95.6962162,Harris
Five Guys,Northwest Freeway,Cypress,77429,burger,29.9700109,-95.693751,Harris
Costco Food Court,Richmond Avenue,Houston,77027-5802,hot_dog;pizza;sandwich,29.7339656,-95.4392848,Harris
Parrilla Colombiana,Bissonnet Street,Houston,77081,colombian,29.6967803,-95.4877275,Harris
La Sultana Panaderia y Pupuseria,Bissonnet Street,Houston,77081,salvadoran,29.6971344,-95.487726,Harris
The Afghan Village Resturant,Hillcroft Avenue,Houston,77081,afghan,29.7131603,-95.4942729,Harris
Buffet de Pupusas,Hillcroft Avenue,Houston,77081,salvadoran,29.7130995,-95.4941805,Harris
Chatt 'N Paan,Hillcroft Avenue,Houston,77081,indian,29.7139046,-95.4952424,Harris
Momo House,Hillcroft Street,Houston,77081,nepalese,29.7140008,-95.4951164,Harris
Taqueria El Palomo,Westheimer Road,Houston,77006,mexican,29.7444461,-95.3862311,Harris
168 Szechuan,South Post Oak Road,Houston,77035,chinese,29.6665904,-95.4628279,Harris
Dimassi's Mediterranean Buffet,Gulf Freeway Frontage Road,Webster,77598,mediterranean,29.5431111,-95.1388707,Harris
Shipley Do-Nuts,Washington Avenue,,,donut,29.771584,-95.4239024,Harris
Maderas - Kitchen & Cantina,Westheimer Road,Houston,77006,mexican,29.7449845,-95.3823374,Harris
CAVA,Washington Avenue,Houston,77007,mediterranean,29.7703263,-95.4012809,Harris
Pepperoni's,Montrose Boulevard,Houston,77006,pizza;wings,29.7452839,-95.391735,Harris
Mala Sichuan Bistro,North Shepherd Drive,Houston,77007,sichuan,29.7830635,-95.4083148,Harris
Burrito District,Kuykendahl Road,,,mexican,30.0981444,-95.5385998,Harris
Chicken 'n Grill,,,,chicken,29.6224978,-95.2200935,Harris
Aiko,Washington Avenue,,,japanese,29.7679696,-95.3775437,Harris
Taco Muy Bien,Spencer Road,Cypress,77433,mexican,29.8799439,-95.719896,Harris
Domino's,McKinney Street,Houston,77002,pizza,29.7572329,-95.3650506,Harris
Kale Me Crazy,West 18th Street,,,,29.8015295,-95.4105406,Harris
Teapresso Bar,West 18th Street,,,,29.8015295,-95.4108001,Harris
Kim's Tea House,South Mason Road,Katy,,bubble_tea,29.7604096,-95.7505189,Harris
Wingstop,South Post Oak Road Frontage Road,Houston,77096,wings,29.6720698,-95.4604869,Harris
H.S. Green,Richmond Avenue,Houston,77056,,29.7327131,-95.463989,Harris
Periodic Table,Hermann Park Drive,Houston,77030,sandwich,29.7222544,-95.3901149,Harris
Burger King,West Little York Road,Houston,77091-1123,burger,29.8636197,-95.47394,Harris
Laredo Taco Company,,,,mexican,29.8497411,-95.5626478,Harris
Laredo Taco Company,,,,mexican,29.9257533,-95.5245513,Harris
Cafe Hababi,Bintliff Drive,Houston,77074,pakistani,29.7070429,-95.5054669,Harris
Mendocino Farms,Morningside Drive,Houston,77005,sandwich,29.7161035,-95.4152848,Harris
HopDoddy,Morningside Drive,Houston,77005,burger;american,29.7162069,-95.4152792,Harris
Panda Express,,,,,29.98548,-95.3325585,Harris
Piola,South Voss Road,Houston,77057,pizza,29.751459,-95.4996573,Harris
Press Waffle Co.,Kuykendahl Road,Spring,77389,,30.1441918,-95.5519704,Harris
Postino,,,,,29.783077,-95.3985745,Harris
Spicy Girl,,,,asian,29.7389279,-95.3801327,Harris
Coastline Pizzeria,Houston Avenue,Houston,,pizza,29.7736098,-95.3722215,Harris
Cafe Brussels,Houston Avenue,Houston,77007,belgian,29.7735633,-95.3722189,Harris
Tamales Dona Tere,East Little York Road,Houston,,mexican,29.8696685,-95.3856348,Harris
Taco Bell,Yale Street,Houston,77008,tex-mex,29.8112502,-95.3997847,Harris
Halal Fried Chicken,Galveston Road,Webster,77598,burger;fried_chicken;wings,29.5658817,-95.1453412,Harris
E-Star Asian Buffet,Dacoma Street,Houston,,chinese,29.8098599,-95.4569007,Harris
Raising Cane's,West Airtex Boulevard,,77090,chicken,29.9819591,-95.4253608,Harris
Village Pizza & Seafood,,,,,29.5843542,-95.1471755,Harris
Jack in the Box,Howard Drive,Houston,77017,burger,29.676597,-95.266065,Harris
Laredo Taco Company,,,,mexican,29.6766722,-95.2675382,Harris
KFC,FM 2920,Spring,77388,chicken,30.0706718,-95.4477205,Harris
Long John Silver's,,,,seafood,30.0706693,-95.4477617,Harris
Big City Wings,Kuykendahl Road,Spring,77389,chicken,30.077542,-95.5151832,Harris
Laredo Taco Company,,,,mexican,29.8297884,-95.3555029,Harris
Tony's,Ella Boulevard,Houston,77008,mexican,29.8064293,-95.4288419,Harris
MOD Pizza,Clear Lake City Boulevard,Houston,77059,pizza,29.6041464,-95.1271329,Harris
Akashi,,,,japanese,29.6059794,-95.1236406,Harris
Pizza Hut,Clear Lake City Boulevard,Houston,77062,pizza,29.5918556,-95.1399109,Harris
Waffle House,,,,american,29.6528127,-95.2494927,Harris
DQ Grill & Chill,College Street,Houston,77017-7003,ice_cream;burger,29.6525469,-95.2499755,Harris
The Crawfish Pot & Oyster Bar,,,,seafood,29.6515237,-95.2515419,Harris
Le Jardinier,,,,,29.7265498,-95.3900365,Harris
Cafe Leonelli,,,,,29.7263099,-95.3899138,Harris
Subway,Bayport Boulevard,Seabrook,77586,sandwich,29.5900095,-95.0277605,Harris
Merlion,,,,thai,29.5605087,-95.0214811,Harris
